Type,Stage,Dana\miR-8-RA,Dmel\mir-10-RA,Dmel\bft-RA,Dana\miR-276a-RB,Dana\miR-184-RB,Dana\miR-275-RA,Dana\miR-31a-RA,aae.miR.263a.5p,Dana\bantam-RA,Dana\miR-10-RA,Dana\miR-92b-RA,Dmel\mir-33-RA,Dmel\mir-10-RB,ame.miR.317,hme.miR.8,dvi.miR.8.5p,Dmel\mir-14-RA,Dana\miR-9a-RA,aga.miR.11,Dvir\miR-305-RA,aae.miR.305.5p,Dana\miR-9c-RA,Dmel\mir-995-RB,Dana\miR-276b-RB,Dana\miR-277-RA,aae.bantam.3p,Dvir\miR-315a-RA,Dana\miR-11-RA,Dmel\mir-252-RA,Dvir\miR-283-RA,Dper\miR-31b-RA,hme.miR.277,aae.miR.2b,bfl.miR.184.3p,Dvir\mir-375-RB,bfl.miR.9.5p,Dmel\mir-999-RA,Dana\miR-14-RA,Dvir\miR-31b-RA,hme.miR.305,Dmel\mir-375-RA,Dana\let-7-RA,isc.miR.263a,Dana\miR-279-RA,Dana\miR-125-RA,Dmel\mir-190-RA,Dana\miR-316-RA,Dana\miR-281-1-RA,api.miR.275,Dmel\mir-958-RA,aae.miR.276.3p,aae.miR.13.3p,Dmel\mir-996-RA,hme.let.7,cqu.bantam.3p,Dmel\mir-970-RA,dvi.miR.34.3p,Dana\miR-305-RA,Dana\miR-286-RA,Dvir\mir-998-RA,Dmel\mir-998-RA,tca.miR.283.5p,Dvir\mir-996-RA,aga.miR.92a,Dana\miR-281-1-RB,isc.miR.10_,Dana\miR-1-RA,Dmel\mir-283-RA,Dana\miR-2b-RA,Dmel\mir-957-RA,dme.miR.281.1.5p,Dana\miR-9b-RA,Dmel\mir-927-RA,dvi.miR.9b.3p,tur.miR.317.3p,Dana\miR-278-RA,Dmel\mir-988-RA,tur.miR.10.5p,tur.miR.190.5p,Dana\miR-315-RA,Dana\miR-13b-2-RA,der.miR.2a,bma.miR.34,aae.miR.317,dvi.miR.306.5p,mse.miR.317,Dana\miR-100-RA,Dana\miR-31b-RA,dwi.miR.306,dvi.miR.1000.5p,dme.miR.263a.3p,Dmel\mir-981-RA,Dvir\miR-125-RA,dvi.miR.993.3p,mse.miR.2779,cqu.miR.275,aae.miR.252.5p,dvi.miR.996.3p,cel.miR.39.3p,str.miR.34a.5p,lmi.miR.276.5p,dme.miR.34.5p,lmi.miR.8.3p,gma.miR166a.3p,aga.miR.1000,cqu.miR.281.3p,aae.miR.92a.3p,dme.miR.iab.4.5p,dme.miR.124.5p,dya.miR.184.5p,mse.let.7a,dvi.miR.34.5p,dsi.miR.980.3p,dvi.miR.965.3p,dme.miR.956.3p,dme.miR.987.5p,tca.miR.190.5p,dmo.miR.318,dme.miR.996.5p,api.miR.8,api.miR.263a,dvi.miR.125.3p,lva.miR.137.3p,dsi.miR.932.5p,sko.miR.315,tca.miR.252a.5p,api.miR.2a,nvi.miR.283,dme.miR.9a.3p,dps.miR.995.3p,dvi.miR.2a.2.5p,dvi.miR.274,aae.miR.308.3p,dps.miR.927.3p,aga.miR.92b,mse.miR.2b,bmo.miR.279a,dsi.miR.981.3p,bmo.miR.210,atr.miR166b,nvi.miR.31a,sko.miR.252a,pxy.miR.10.3p,dvi.miR.281.2.5p,dpu.miR.31,dvi.miR.282.5p,der.miR.6,aae.miR.31,api.miR.929,dpu.miR.92,dme.miR.274.5p,mse.miR.263b,isc.bantam,dme.miR.965.3p,dme.miR.100.3p,tur.miR.263a.5p,lmi.miR.210.3p,tca.miR.210.3p,ngi.miR.210,hme.miR.190,dvi.miR.929.5p
Selection,Con_Mid_Pup_2,3221.069462,3440.474964,927.9658533,1242.439268,444.899097,499.4577757,536.2204906,498.9894609,347.2554531,321.7322943,429.4447073,138.6211923,190.6041394,218.7030298,139.557822,104.4342091,117.3128671,134.4063588,85.23330068,122.230173,75.16453165,52.68541938,136.2796181,107.4782555,98.34611617,59.71014196,68.13980906,52.68541938,50.81216002,44.4899097,23.88405678,44.02159486,58.30519745,21.54248259,14.28360259,26.4597884,14.51776001,25.99147356,22.94742711,23.88405678,11.94202839,2.809889034,24.35237162,29.03552001,1.639101936,13.81528775,25.05484388,7.024722584,23.41574195,1.873259356,10.06876904,13.81528775,17.32764904,0.702472258,11.70787097,15.6885471,22.94742711,3.044046453,3.512361292,9.600454198,9.600454198,8.66382452,8.429667101,13.81528775,5.619778067,2.107416775,0.936629678,4.683148389,6.322250325,3.746518711,2.575731614,5.151463228,5.151463228,5.385620648,6.322250325,5.853935487,10.06876904,4.917305809,5.151463228,4.21483355,3.746518711,5.385620648,6.322250325,8.195509681,2.107416775,7.024722584,0.468314839,1.873259356,0.702472258,3.512361292,3.278203872,0.936629678,0.234157419,0.936629678,0.234157419,2.107416775,0.936629678,0.702472258,0.936629678,3.980676131,0.702472258,3.278203872,0.468314839,0.468314839,1.873259356,1.404944517,1.639101936,1.170787097,2.575731614,1.404944517,0,3.512361292,0.468314839,2.809889034,0.234157419,0.234157419,1.404944517,0,0.702472258,0,0.234157419,0,1.873259356,1.404944517,0.936629678,1.873259356,0.234157419,0.702472258,0.234157419,1.170787097,0.468314839,0,0,0.234157419,0.936629678,0.702472258,0.702472258,0.468314839,0.234157419,0,0.468314839,0.234157419,0.468314839,0,0,0.234157419,0,0,0,0.468314839,0,0,0,0,0,0,0,0,0,0,0
Selection,Con_Mid_Pup_2,3638.979009,2800.463764,1164.768535,1484.378658,518.9051203,710.0806909,450.9971956,502.6662687,307.0619204,301.8950131,395.6374744,134.3395902,207.4144222,397.8518632,116.6244794,138.7683679,126.2201644,80.45612818,106.2906648,118.8388682,111.4575721,35.43022158,119.5769978,131.3870717,99.64749821,52.40720276,45.0259066,67.16979509,69.38418394,34.69209197,37.64461043,42.07338813,67.9079247,26.57266619,22.88201811,23.62014772,4.428777698,26.57266619,20.66762926,33.95396235,12.54820348,1.476259233,23.62014772,17.71511079,0,26.57266619,28.78705504,7.381296164,21.40575887,2.214388849,16.97698118,23.62014772,14.02446271,2.214388849,11.07194425,13.28633309,28.04892542,0,3.690648082,16.23885156,8.11942578,5.166907314,9.595685013,16.97698118,5.905036931,0.738129616,2.214388849,7.381296164,11.81007386,0.738129616,1.476259233,6.643166547,3.690648082,2.214388849,14.02446271,10.33381463,8.11942578,3.690648082,7.381296164,4.428777698,8.11942578,5.905036931,11.07194425,10.33381463,0.738129616,11.81007386,0.738129616,4.428777698,2.952518465,2.214388849,2.214388849,2.952518465,0,7.381296164,1.476259233,0.738129616,1.476259233,1.476259233,0,7.381296164,0,5.905036931,0,14.76259233,0.738129616,0.738129616,5.905036931,0,2.214388849,2.952518465,0,5.905036931,0.738129616,0.738129616,0,0,1.476259233,1.476259233,0.738129616,1.476259233,0.738129616,0,0,0,0,2.214388849,2.214388849,0,0.738129616,0,0,0,0,0,0.738129616,0.738129616,0,2.214388849,0,5.166907314,0.738129616,0.738129616,2.214388849,0,0.738129616,0,0,0,0,0.738129616,0,0,0,0.738129616,0,0,0,0,0,0,0
Selection,Con_Mid_Pup_2,1945.744689,3466.638702,3666.568431,1225.759651,1895.762256,1176.967276,1306.683589,1927.89382,132.0964284,396.2892852,378.4384165,70.21341689,141.6168917,59.50289567,73.78359063,233.251351,128.5262547,52.36254819,159.4677604,27.37133201,49.98243237,27.37133201,80.92393812,57.12277985,53.55260611,28.56138992,36.89179532,59.50289567,141.6168917,27.37133201,28.56138992,36.89179532,23.80115827,122.5759651,28.56138992,32.13156366,5.950289567,33.32162158,30.94150575,7.140347481,21.42104244,1.190057913,24.99121618,14.28069496,4.760231654,17.8508687,22.61110036,2.380115827,23.80115827,1.190057913,15.47075288,15.47075288,2.380115827,0,4.760231654,16.66081079,52.36254819,9.520463308,3.57017374,2.380115827,9.520463308,3.57017374,4.760231654,8.330405394,2.380115827,0,1.190057913,1.190057913,7.140347481,3.57017374,1.190057913,4.760231654,7.140347481,1.190057913,8.330405394,1.190057913,13.09063705,14.28069496,5.950289567,2.380115827,4.760231654,3.57017374,14.28069496,5.950289567,2.380115827,3.57017374,0,4.760231654,2.380115827,8.330405394,0,1.190057913,1.190057913,2.380115827,2.380115827,3.57017374,1.190057913,0,0,2.380115827,3.57017374,5.950289567,0,0,5.950289567,0,4.760231654,1.190057913,1.190057913,3.57017374,0,1.190057913,0,0,0,0,2.380115827,1.190057913,0,0,1.190057913,0,0,1.190057913,0,3.57017374,1.190057913,0,1.190057913,0,1.190057913,0,0,1.190057913,0,1.190057913,1.190057913,0,0,0,0,0,0,0,1.190057913,0,0,0,0,0,0,2.380115827,0,0,0,0,0,0,0,0,0
Selection,Fast_Early_Pf,10224.14737,4820.848034,967.1632699,689.067722,213.4954489,719.7921593,330.8785555,933.5502103,394.6908484,290.7004452,306.4565669,427.5161019,412.5477863,256.5621816,247.8963146,148.3701459,177.5189711,190.6490725,207.1930003,187.4978481,266.2784566,101.6269849,100.0513727,25.73499876,23.63418254,88.75948553,82.98224091,62.49928271,26.26020282,70.63994559,3.939030423,17.06913183,34.40086569,14.18050952,44.37974277,26.78540688,32.5626515,29.14882513,14.96831561,63.02448677,36.76428395,0,45.16754885,28.8862231,0.525204056,25.47239674,22.84637645,51.2073955,19.95775414,27.83581499,9.716275043,13.39270344,18.644744,0,10.76668316,11.55448924,6.302448677,14.44311155,8.403264902,2.626020282,17.33173386,14.18050952,2.363418254,6.565050705,11.02928518,4.464234479,3.939030423,11.29188721,6.827652733,4.989438536,18.90734603,2.363418254,3.413826367,7.35285679,6.302448677,7.35285679,2.626020282,4.201632451,9.191070987,5.77724462,3.939030423,4.201632451,2.100816226,4.201632451,3.413826367,1.838214197,0,1.575612169,3.939030423,1.838214197,3.413826367,1.313010141,0,1.050408113,0.262602028,4.464234479,1.838214197,1.313010141,0.787806085,0.787806085,1.575612169,1.313010141,2.100816226,0.262602028,0.525204056,0.787806085,0.787806085,3.413826367,1.838214197,0,0.262602028,0.525204056,0.787806085,1.575612169,0.787806085,1.575612169,1.313010141,2.363418254,0.787806085,0.787806085,0.262602028,0,2.100816226,0.262602028,0.787806085,0.262602028,0.787806085,0.787806085,0.787806085,0.262602028,0.262602028,0,1.313010141,0.525204056,0,0,0.262602028,0.787806085,0,0.262602028,0.262602028,0.262602028,0,0.262602028,0,0.262602028,0,0.262602028,1.050408113,0.525204056,0,0,0.262602028,0,0,0.525204056,0,0,0,0.262602028,0.525204056
Selection,Fast_Early_Pf,10968.76017,6345.334133,884.5684711,738.9925041,427.8377656,725.6573011,506.1820837,766.7741772,355.0497821,411.1687617,69.45418272,401.7229929,483.9567452,233.3660539,282.817432,210.585082,227.2540859,78.89995157,173.9132735,168.3569389,251.7019582,48.34011117,58.34151348,12.22393616,22.22533847,85.56755311,27.22603963,57.78588002,77.23305118,75.5661508,26.1147727,12.77956962,20.00280462,25.55913924,40.00560925,19.44717116,21.11407155,48.34011117,40.56124271,48.89574463,50.00701156,0,23.33660539,36.11617501,0,25.00350578,25.55913924,34.44927463,26.1147727,68.3429158,21.11407155,20.55843809,14.44647001,0,15.00210347,12.22393616,4.445067694,17.78027078,9.44576885,2.222533847,18.33590424,8.890135388,4.445067694,1.666900385,11.6683027,2.222533847,15.00210347,10.55703577,5.556334618,1.666900385,13.33520308,6.111968079,0,4.445067694,7.223235003,3.889434232,2.222533847,4.445067694,10.00140231,0.555633462,5.000701156,3.889434232,2.778167309,2.778167309,1.666900385,3.889434232,0,3.889434232,2.222533847,1.111266924,2.778167309,1.111266924,0,1.111266924,1.666900385,1.666900385,2.778167309,6.111968079,1.666900385,1.111266924,1.666900385,2.778167309,2.778167309,0,0,0.555633462,0,1.111266924,0,2.222533847,0,0,1.111266924,0.555633462,0.555633462,0.555633462,0.555633462,2.222533847,0.555633462,1.666900385,0,0,1.666900385,0,0,0.555633462,0,2.222533847,1.111266924,2.778167309,0.555633462,0,0,0,1.111266924,0,0,0,0,0,0.555633462,0,0.555633462,0,0,0.555633462,0,0,0.555633462,0,0,0,0,0,0,0,0,0,0,0,1.111266924
Selection,Fast_Early_Pf,9580.220298,5627.207767,981.8728156,802.2958876,427.8292703,867.2591174,528.0582534,704.3870199,377.2507557,344.3051178,57.53886065,332.704541,366.5782251,292.798557,247.7883192,240.3639501,152.1995669,72.85162195,125.2862288,149.8794515,270.9894727,38.51391479,56.61081451,11.60057674,29.23345339,92.80461395,24.5932227,31.08954567,81.66806028,69.60346046,44.5462147,15.77678437,22.27310735,22.73713042,31.55356874,9.280461395,20.88103814,22.73713042,33.40966102,45.93828391,31.55356874,0.92804614,32.48161488,18.09689972,0,17.63287665,29.69747646,53.82667609,19.952992,33.40966102,20.41701507,12.52862288,24.5932227,0,12.06459981,5.568276837,7.888392186,28.30540725,10.6725306,4.640230698,16.24080744,6.960346046,4.176207628,3.248161488,9.744484465,3.712184558,6.496322977,12.52862288,3.712184558,0,12.99264595,2.784138419,1.856092279,3.712184558,10.20850753,3.248161488,3.712184558,8.352415256,3.712184558,0.92804614,2.320115349,1.856092279,2.320115349,0.46402307,4.176207628,1.856092279,0,3.712184558,0.92804614,2.320115349,3.712184558,0,0.46402307,0.92804614,0.92804614,4.640230698,2.320115349,2.320115349,1.392069209,0,0.92804614,0.46402307,1.856092279,0,0.46402307,2.784138419,0,2.320115349,0,1.392069209,0,0.46402307,0.92804614,1.392069209,0.92804614,1.392069209,0.92804614,0,0,1.856092279,0,0,0.92804614,0,0,0,1.392069209,0.92804614,0,0.46402307,0,0,0,0,0,0,0,0.46402307,0,0,0.46402307,0,1.392069209,1.856092279,0.92804614,0.46402307,0,0.92804614,0.92804614,0,0,0,0.46402307,0,0,0.92804614,0,0,0,0,0.92804614
Selection,Fast_Mid_Pup_2,5519.935643,4536.805846,1210.043603,1030.914022,406.5334827,1107.858876,440.5950584,872.6134611,220.5425765,323.4624456,302.1433298,191.6269943,325.422824,138.4517286,161.7312228,201.1838393,347.2320344,163.2015066,175.6989193,124.7290794,98.0189229,57.09602259,59.05640105,11.76227075,65.67267834,61.01677951,35.04176494,63.22220527,70.32857718,44.84365723,14.45779113,31.85614994,32.59129186,21.31911573,41.65804223,28.67053495,25.72996726,56.60592798,15.92807497,47.2941303,33.57148109,0.980189229,26.46510918,29.40567687,0.245047307,23.27949419,22.05425765,18.13350074,21.31911573,11.51722344,14.94788574,17.88845343,9.066750368,0.490094615,13.4776019,15.43798036,22.29930496,12.25236536,6.371229989,3.430662302,6.861324603,9.556844983,6.371229989,10.53703421,5.881135374,6.371229989,6.616277296,2.940567687,3.430662302,1.715331151,6.861324603,6.371229989,2.450473073,2.205425765,3.920756916,4.410851531,5.636088067,3.430662302,3.185614994,2.205425765,4.655898838,2.69552038,5.39104076,3.185614994,2.940567687,4.655898838,0,0.490094615,1.470283844,0.735141922,2.205425765,3.185614994,0,0.980189229,1.715331151,2.940567687,2.69552038,0.735141922,0,2.450473073,0.735141922,2.450473073,0.735141922,0,0.245047307,3.185614994,1.960378458,1.225236536,1.470283844,2.69552038,0,1.715331151,1.225236536,1.470283844,2.69552038,0.490094615,0.980189229,1.470283844,1.225236536,0.490094615,0.980189229,0,0.490094615,0,0.245047307,0.245047307,2.205425765,0.980189229,0.245047307,0.980189229,0.490094615,0,0.490094615,0,0.245047307,0.490094615,0,0.245047307,0,0,0.490094615,0.490094615,0.245047307,0.490094615,0.245047307,0.490094615,1.225236536,0.245047307,0.490094615,0.245047307,0,0,0,0.490094615,0,0.245047307,0,0,0,0.490094615,0.245047307
Selection,Fast_Mid_Pup_2,5053.675964,4351.60083,1912.258698,1049.9502,552.3834387,1077.358539,624.0667857,1410.475269,238.2417121,347.8750664,293.0583893,204.5083724,244.5667133,82.22501569,170.7750326,231.9167109,229.8083772,111.741688,198.1833711,137.0416928,90.65835063,42.16667471,90.65835063,18.97500362,96.98335184,59.0333446,33.73333977,48.49167592,65.3583458,37.95000724,2.108333736,23.19167109,29.5166723,61.14167833,18.97500362,23.19167109,31.62500603,33.73333977,21.08333736,46.38334218,29.5166723,0,16.86666989,8.433334943,2.108333736,25.30000483,10.54166868,29.5166723,16.86666989,14.75833615,16.86666989,10.54166868,14.75833615,0,14.75833615,21.08333736,33.73333977,12.65000241,8.433334943,4.216667471,10.54166868,4.216667471,4.216667471,8.433334943,6.325001207,27.40833856,0,10.54166868,4.216667471,8.433334943,4.216667471,6.325001207,4.216667471,4.216667471,2.108333736,2.108333736,8.433334943,2.108333736,2.108333736,2.108333736,4.216667471,2.108333736,8.433334943,0,4.216667471,4.216667471,0,0,4.216667471,0,0,2.108333736,0,2.108333736,0,2.108333736,0,0,0,0,0,0,2.108333736,0,0,0,4.216667471,2.108333736,0,6.325001207,0,0,0,0,2.108333736,2.108333736,0,2.108333736,0,0,2.108333736,0,0,0,0,2.108333736,2.108333736,0,0,2.108333736,2.108333736,0,0,0,0,0,2.108333736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selection,Fast_Mid_Pup_2,7117.954049,3583.697681,1115.220562,986.0351985,527.5069016,592.4983037,494.8118404,643.5344967,476.8694288,273.1233769,305.4197178,330.1403738,299.4389139,275.1169781,202.5498912,233.251351,125.5968813,113.2365533,145.5328942,147.9252158,167.0637882,67.38372363,89.71205809,26.7142573,39.47330556,125.1981611,55.82083615,62.99780079,85.72485551,55.82083615,49.04259176,13.15776852,31.10018014,31.4989004,31.4989004,22.32833446,27.91041807,25.51809652,33.89122195,39.0745853,28.70785859,1.196160775,14.35392929,20.73345343,1.196160775,13.55648878,35.08738272,30.70145988,10.76544697,31.4989004,14.35392929,11.56288749,13.15776852,0,13.15776852,15.15136981,9.968006455,17.1449711,13.95520904,5.183363356,10.76544697,13.15776852,4.38592284,4.38592284,6.778244389,3.588482324,11.96160775,12.360328,2.791041807,2.791041807,9.569286196,5.980803873,3.987202582,4.38592284,3.987202582,4.784643098,3.189762065,4.784643098,3.189762065,2.791041807,7.974405164,5.582083615,3.588482324,2.392321549,1.196160775,2.392321549,0.398720258,0.398720258,2.392321549,1.594881033,3.189762065,1.594881033,0,3.189762065,1.993601291,1.594881033,1.993601291,0.797440516,1.993601291,0.797440516,2.392321549,1.594881033,3.588482324,3.189762065,0.797440516,0.398720258,1.594881033,1.993601291,0,1.196160775,0,0.398720258,1.594881033,0.398720258,2.392321549,0.797440516,0.797440516,0,2.791041807,0.797440516,0.797440516,0,0.398720258,0,0.797440516,0.797440516,0,0.797440516,0.797440516,1.594881033,0,0,0,0.398720258,0,0.797440516,0.797440516,0.398720258,0,0,0,0.398720258,0,0.398720258,0,0,0,1.196160775,0.797440516,0,0,0,0.398720258,0,0,0.398720258,0,0,0,0,0.398720258
Selection,Slow_Early_Pf,2325.010725,5300.344377,1691.689705,871.3477123,837.3438991,1066.869638,369.7914681,1207.135367,34.00381316,327.2867017,573.8143471,102.0114395,238.0266921,199.7724023,29.75333652,378.2924214,63.75714968,102.0114395,136.0152526,8.50095329,51.00571974,4.250476645,114.7628694,25.50285987,153.0171592,8.50095329,8.50095329,42.50476645,136.0152526,51.00571974,17.00190658,38.25428981,68.00762632,29.75333652,25.50285987,0,0,17.00190658,12.75142994,8.50095329,12.75142994,8.50095329,25.50285987,0,0,42.50476645,38.25428981,0,4.250476645,8.50095329,8.50095329,34.00381316,4.250476645,0,0,0,0,0,17.00190658,8.50095329,4.250476645,0,21.25238323,17.00190658,4.250476645,165.7685892,0,12.75142994,0,8.50095329,0,8.50095329,8.50095329,0,0,8.50095329,8.50095329,0,0,0,8.50095329,0,0,0,0,4.250476645,0,4.250476645,0,4.250476645,0,0,0,0,4.250476645,0,0,0,170.0190658,0,0,0,0,4.250476645,4.250476645,0,12.75142994,0,4.250476645,0,0,0,0,0,0,0,4.250476645,8.50095329,0,0,4.250476645,0,0,0,0,8.50095329,0,0,0,0,0,0,0,0,0,0,0,0,0,4.250476645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selection,Slow_Early_Pf,2011.525706,3466.834077,2080.100446,1013.382269,1066.718178,1318.158891,373.3513622,982.9046066,22.85824666,243.8212978,662.8891533,83.8135711,297.1572066,380.9707777,22.85824666,213.3436355,76.19415555,106.6718178,144.7688955,0,83.8135711,15.23883111,91.43298666,68.57473999,114.2912333,7.619415555,7.619415555,76.19415555,99.05240221,53.33590888,83.8135711,30.47766222,30.47766222,53.33590888,15.23883111,7.619415555,7.619415555,15.23883111,30.47766222,0,22.85824666,0,38.09707777,0,0,76.19415555,22.85824666,0,0,0,7.619415555,7.619415555,0,0,7.619415555,0,15.23883111,7.619415555,15.23883111,7.619415555,7.619415555,0,7.619415555,22.85824666,0,0,0,0,7.619415555,0,0,0,7.619415555,0,7.619415555,0,7.619415555,38.09707777,7.619415555,0,0,0,15.23883111,22.85824666,15.23883111,0,0,0,0,7.619415555,0,0,0,7.619415555,0,0,0,0,7.619415555,0,0,22.85824666,0,0,7.619415555,0,15.23883111,7.619415555,0,0,0,7.619415555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selection,Slow_Early_Pf,3509.363792,5655.936414,1737.029161,1073.286311,910.8811453,1158.019441,254.1993894,1129.775064,21.18328245,395.4212724,776.7203565,162.4051654,430.7267431,112.9775064,112.9775064,522.5209671,275.3826718,105.9164122,141.221883,7.06109415,77.67203565,21.18328245,98.8553181,7.06109415,141.221883,35.30547075,0,70.6109415,211.8328245,42.3665649,28.2443766,127.0996947,14.1221883,28.2443766,7.06109415,70.6109415,0,70.6109415,7.06109415,0,21.18328245,0,21.18328245,0,0,56.4887532,49.42765905,0,14.1221883,0,28.2443766,14.1221883,7.06109415,0,0,28.2443766,0,0,28.2443766,0,0,7.06109415,0,28.2443766,7.06109415,861.4534863,0,0,14.1221883,0,0,7.06109415,0,0,21.18328245,21.18328245,0,0,21.18328245,0,0,0,0,7.06109415,0,14.1221883,0,28.2443766,0,0,0,0,0,0,0,0,7.06109415,0,7.06109415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06109415,0,0,0,0,0,0,0,0,7.06109415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1221883,0,0,0,0
Selection,Slow_Mid_Pup_2,1332.811613,1269.511853,8236.002106,1814.59312,1097.19584,3664.352773,819.3802266,1677.44364,38.68318666,218.0325066,225.0658133,42.19984,45.71649333,87.91633332,42.19984,348.14868,14.06661333,119.5662133,165.2827067,17.58326666,35.16653333,147.69944,91.43298666,309.4654933,203.9658933,14.06661333,0,45.71649333,186.3826266,10.54996,7.033306666,66.81641333,87.91633332,38.68318666,10.54996,14.06661333,3.516653333,0,14.06661333,7.033306666,0,569.6978399,49.23314666,17.58326666,397.3818266,45.71649333,7.033306666,0,109.0162533,0,14.06661333,35.16653333,28.13322666,312.9821466,3.516653333,21.09992,3.516653333,0,7.033306666,17.58326666,7.033306666,0,35.16653333,3.516653333,0,3.516653333,0,0,21.09992,3.516653333,0,7.033306666,70.33306666,0,3.516653333,24.61657333,14.06661333,3.516653333,21.09992,0,21.09992,14.06661333,0,10.54996,3.516653333,3.516653333,38.68318666,0,0,3.516653333,10.54996,0,52.74979999,24.61657333,21.09992,10.54996,0,0,0,0,3.516653333,3.516653333,0,0,3.516653333,0,0,0,3.516653333,0,17.58326666,0,10.54996,0,0,0,3.516653333,0,0,3.516653333,0,17.58326666,3.516653333,0,0,0,3.516653333,0,3.516653333,0,0,0,0,0,0,3.516653333,0,0,0,0,3.516653333,7.033306666,0,0,3.516653333,3.516653333,0,0,0,0,0,3.516653333,0,0,0,0,0,0,0,0,0
Selection,Slow_Mid_Pup_2,1166.51208,963.5530442,8143.480108,1814.574346,1466.931642,3321.695896,973.6005212,1392.580312,29.1376833,154.7311458,157.7453889,48.22788959,50.23738499,81.38456369,32.1519264,302.4290577,10.047477,169.8023613,152.7216504,9.042729299,24.1139448,106.5032562,115.5459855,220.0397463,133.6314441,5.023738499,4.0189908,58.27536659,206.9780262,20.094954,6.028486199,97.46052689,83.39405909,61.28960969,18.0854586,29.1376833,4.0189908,2.0094954,11.0522247,4.0189908,12.0569724,312.4765347,49.23263729,7.033233899,313.4812824,49.23263729,15.0712155,0,113.5364901,1.0047477,18.0854586,27.1281879,28.1329356,209.9922693,0,6.028486199,4.0189908,3.0142431,2.0094954,11.0522247,6.028486199,3.0142431,37.1756649,6.028486199,0,6.028486199,0,2.0094954,24.1139448,8.037981599,0,7.033233899,28.1329356,1.0047477,15.0712155,16.0759632,23.1091971,4.0189908,20.094954,0,12.0569724,9.042729299,9.042729299,6.028486199,9.042729299,6.028486199,24.1139448,0,7.033233899,5.023738499,17.0807109,8.037981599,26.1234402,5.023738499,11.0522247,6.028486199,6.028486199,0,0,0,5.023738499,0,0,0,7.033233899,0,2.0094954,0,3.0142431,2.0094954,10.047477,0,3.0142431,0,0,0,5.023738499,0,1.0047477,0,8.037981599,10.047477,1.0047477,15.0712155,0,0,2.0094954,0,2.0094954,2.0094954,0,0,0,2.0094954,0,2.0094954,0,0,5.023738499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.037981599,1.0047477,2.0094954,0,0,1.0047477,0
Selection,Slow_Mid_Pup_2,1229.989631,1174.225852,8687.996705,2201.872629,1454.637996,2973.006024,787.0659036,1590.064315,15.93250817,250.1403783,380.7869453,65.3232835,65.3232835,57.35702941,23.89876225,305.9041569,19.1190098,114.7140588,125.8668145,4.779752451,15.93250817,98.78155065,90.81529657,251.7336291,216.6821111,4.779752451,1.593250817,58.95028023,129.0533162,19.1190098,3.186501634,132.2398178,82.84904248,55.76377859,6.373003268,25.49201307,3.186501634,1.593250817,3.186501634,3.186501634,6.373003268,551.2647827,30.27176552,12.74600654,363.2611863,54.17052778,4.779752451,0,103.5613031,0,22.30551144,28.67851471,30.27176552,307.4974077,0,20.71226062,0,3.186501634,9.559504902,14.33925735,6.373003268,1.593250817,23.89876225,6.373003268,0,1.593250817,0,1.593250817,33.45826716,17.52575899,0,9.559504902,31.86501634,0,6.373003268,23.89876225,19.1190098,3.186501634,22.30551144,0,17.52575899,15.93250817,7.966254085,6.373003268,4.779752451,1.593250817,27.08526389,0,1.593250817,4.779752451,1.593250817,3.186501634,38.23801961,4.779752451,12.74600654,0,4.779752451,1.593250817,3.186501634,0,9.559504902,0,0,3.186501634,11.15275572,1.593250817,1.593250817,0,1.593250817,3.186501634,19.1190098,1.593250817,1.593250817,0,1.593250817,0,3.186501634,0,4.779752451,0,7.966254085,1.593250817,0,12.74600654,0,0,3.186501634,0,1.593250817,0,0,0,0,1.593250817,0,1.593250817,0,0,1.593250817,0,1.593250817,0,0,0,0,0,0,0,0,0,0,0,0,0,3.186501634,0,0,0,0,0,0
